timestamp;low;mid;high
2020-01-01T00:00:00;25.5236;37.0904;39.2914
2020-01-01T01:00:00;18.8001;30.2278;35.4697
2020-01-01T02:00:00;27.7523;35.456;38.0176
2020-01-01T03:00:00;28.7028;26.5738;38.5375
2020-01-01T04:00:00;14.2448;37.0334;37.7376
2020-01-01T05:00:00;17.4891;31.3681;38.7893
2020-01-01T06:00:00;24.6392;32.1739;31.735
2020-01-01T07:00:00;29.072;38.9746;41.4096
2020-01-01T08:00:00;36.9316;43.7421;55.3103
2020-01-01T09:00:00;38.5439;53.503;64.1209
2020-01-01T10:00:00;52.1776;57.5128;69.0593
2020-01-01T11:00:00;55.6018;69.4387;78.7742
2020-01-01T12:00:00;54.764;67.027;86.1918
2020-01-01T13:00:00;61.4609;62.2983;89.6746
2020-01-01T14:00:00;58.1622;61.3838;90.7984
2020-01-01T15:00:00;50.1373;59.4087;75.0767
2020-01-01T16:00:00;53.5566;67.7309;71.7542
2020-01-01T17:00:00;42.9862;53.9683;70.2227
2020-01-01T18:00:00;47.2014;55.0118;64.6151
2020-01-01T19:00:00;36.7659;46.9523;54.3313
2020-01-01T20:00:00;29.7289;37.9929;43.2166
2020-01-01T21:00:00;20.5954;32.192;34.4779
2020-01-01T22:00:00;30.1127;30.7915;38.4166
2020-01-01T23:00:00;23.2274;16.4514;29.3519
2020-01-02T00:00:00;21.8584;28.3819;47.7168
2020-01-02T01:00:00;22.2393;32.1255;36.105
2020-01-02T02:00:00;26.6615;38.2014;41.2542
2020-01-02T03:00:00;25.8272;38.4323;33.1
2020-01-02T04:00:00;26.0637;23.1842;38.8717
2020-01-02T05:00:00;26.1541;28.2514;36.5005
2020-01-02T06:00:00;34.7082;22.1694;40.284
2020-01-02T07:00:00;28.6211;45.9159;44.9865
2020-01-02T08:00:00;34.4544;51.3337;63.2812
2020-01-02T09:00:00;38.7403;55.2643;56.7534
2020-01-02T10:00:00;50.8605;60.5563;76.4178
2020-01-02T11:00:00;57.3577;71.5442;78.1628
2020-01-02T12:00:00;53.8641;74.0989;76.5591
2020-01-02T13:00:00;51.6239;75.5711;93.4974
2020-01-02T14:00:00;51.7023;72.0643;92.9805
2020-01-02T15:00:00;57.6868;66.2961;71.2814
2020-01-02T16:00:00;55.4291;68.4766;78.4531
2020-01-02T17:00:00;50.4964;63.806;75.1993
2020-01-02T18:00:00;39.4816;52.5582;66.4222
2020-01-02T19:00:00;38.1764;44.5132;63.101
2020-01-02T20:00:00;31.2366;43.983;52.5179
2020-01-02T21:00:00;25.0934;38.3206;37.3259
2020-01-02T22:00:00;28.3571;26.253;47.3855
2020-01-02T23:00:00;25.118;28.6831;40.6842
2020-01-03T00:00:00;27.3946;31.7547;34.2429
2020-01-03T01:00:00;24.3379;32.433;33.2383
2020-01-03T02:00:00;25.4456;27.3882;42.2167
2020-01-03T03:00:00;27.1564;39.4176;32.0352
2020-01-03T04:00:00;16.7142;32.1105;33.9513
2020-01-03T05:00:00;22.4016;32.6569;34.8021
2020-01-03T06:00:00;21.6481;38.7944;37.7783
2020-01-03T07:00:00;27.4588;36.0712;45.0125
2020-01-03T08:00:00;35.6399;45.8273;48.9385
2020-01-03T09:00:00;50.2838;47.2448;70.0241
2020-01-03T10:00:00;43.4515;58.864;69.649
2020-01-03T11:00:00;56.5542;57.1964;87.6689
2020-01-03T12:00:00;46.0195;71.7815;83.1707
2020-01-03T13:00:00;54.1503;71.8809;90.0731
2020-01-03T14:00:00;56.6385;68.3955;86.8914
2020-01-03T15:00:00;57.3649;67.5401;88.226
2020-01-03T16:00:00;55.2689;68.4483;80.4209
2020-01-03T17:00:00;51.7474;54.0468;72.8468
2020-01-03T18:00:00;41.0655;54.5322;69.6799
2020-01-03T19:00:00;34.7038;49.767;67.9532
2020-01-03T20:00:00;34.9431;29.4051;44.6308
2020-01-03T21:00:00;23.0435;33.4247;39.9746
2020-01-03T22:00:00;17.6216;21.6297;35.9738
2020-01-03T23:00:00;18.3336;29.412;38.5303
2020-01-04T00:00:00;19.4027;24.183;36.2108
2020-01-04T01:00:00;26.4858;37.1562;25.2113
2020-01-04T02:00:00;24.7121;24.2144;34.9991
2020-01-04T03:00:00;27.4524;21.7491;40.9978
2020-01-04T04:00:00;21.8637;30.6668;32.174
2020-01-04T05:00:00;24.7927;27.9315;40.6047
2020-01-04T06:00:00;27.128;22.477;36.918
2020-01-04T07:00:00;29.1064;40.9455;45.0223
2020-01-04T08:00:00;39.2994;36.312;60.0524
2020-01-04T09:00:00;39.4995;48.3302;67.6188
2020-01-04T10:00:00;45.9654;56.8497;73.7737
2020-01-04T11:00:00;49.8041;68.6521;82.6487
2020-01-04T12:00:00;48.4546;74.5196;82.6662
2020-01-04T13:00:00;58.2596;75.2948;75.5137
2020-01-04T14:00:00;53.4777;69.0145;81.8464
2020-01-04T15:00:00;54.4963;55.9057;72.6287
2020-01-04T16:00:00;54.1165;66.5953;80.856
2020-01-04T17:00:00;50.0133;67.0787;76.152
2020-01-04T18:00:00;46.1361;59.6804;68.9222
2020-01-04T19:00:00;36.5231;48.5842;57.9688
2020-01-04T20:00:00;28.5367;32.369;50.8194
2020-01-04T21:00:00;23.6014;27.3735;28.117
2020-01-04T22:00:00;15.5633;39.6691;35.4622
2020-01-04T23:00:00;16.7644;22.9164;28.9254
2020-01-05T00:00:00;17.3865;24.2608;34.2084
2020-01-05T01:00:00;19.0138;34.7128;44.0813
2020-01-05T02:00:00;25.9989;27.8442;41.4662
2020-01-05T03:00:00;19.4726;24.0912;39.3114
2020-01-05T04:00:00;22.1092;37.6399;35.0919
2020-01-05T05:00:00;30.4961;32.3053;31.032
2020-01-05T06:00:00;22.2187;28.091;36.9351
2020-01-05T07:00:00;34.3408;32.5876;51.5331
2020-01-05T08:00:00;32.3475;56.5065;57.5727
2020-01-05T09:00:00;41.7819;53.3892;56.2852
2020-01-05T10:00:00;43.0305;66.7124;72.194
2020-01-05T11:00:00;50.0176;69.1092;68.0026
2020-01-05T12:00:00;58.6353;65.4378;85.6716
2020-01-05T13:00:00;47.1881;67.2162;80.272
2020-01-05T14:00:00;57.9968;77.0125;77.6214
2020-01-05T15:00:00;55.6225;75.3548;85.7404
2020-01-05T16:00:00;48.7421;55.2564;80.3661
2020-01-05T17:00:00;40.5503;62.4747;72.8329
2020-01-05T18:00:00;43.1698;52.9053;75.1722
2020-01-05T19:00:00;34.3681;41.1028;58.6984
2020-01-05T20:00:00;31.8166;39.6252;42.755
2020-01-05T21:00:00;24.1093;23.252;38.596
2020-01-05T22:00:00;32.0089;27.6677;34.5696
2020-01-05T23:00:00;22.8032;26.0076;42.3338
2020-01-06T00:00:00;18.8825;27.501;37.4049
2020-01-06T01:00:00;24.8964;29.6426;37.8996
2020-01-06T02:00:00;25.1;24.9222;28.7882
2020-01-06T03:00:00;30.7959;37.8659;36.3068
2020-01-06T04:00:00;28.1756;32.4664;35.7187
2020-01-06T05:00:00;25.7844;38.9728;30.8789
2020-01-06T06:00:00;31.3165;29.1996;34.8925
2020-01-06T07:00:00;24.7094;35.5725;48.1585
2020-01-06T08:00:00;33.8168;55.0615;55.5016
2020-01-06T09:00:00;38.1762;50.6211;57.1532
2020-01-06T10:00:00;45.8316;58.8343;70.3049
2020-01-06T11:00:00;44.8294;68.2413;75.2291
2020-01-06T12:00:00;57.6096;61.8536;82.6183
2020-01-06T13:00:00;54.7136;73.3373;84.1647
2020-01-06T14:00:00;48.4707;72.6976;81.679
2020-01-06T15:00:00;49.3559;74.3889;79.3974
2020-01-06T16:00:00;53.2804;69.0912;77.9053
2020-01-06T17:00:00;51.9713;66.2257;76.4858
2020-01-06T18:00:00;52.7928;52.9593;65.6069
2020-01-06T19:00:00;51.5849;41.9561;62.6387
2020-01-06T20:00:00;32.7252;48.8664;51.6457
2020-01-06T21:00:00;19.0523;22.3665;43.4834
2020-01-06T22:00:00;13.3398;22.8674;42.8431
2020-01-06T23:00:00;25.3386;32.8256;43.8147
2020-01-07T00:00:00;19.9353;38.1249;30.2343
2020-01-07T01:00:00;21.9232;30.9478;39.2371
2020-01-07T02:00:00;20.9395;34.9965;42.0916
2020-01-07T03:00:00;23.296;20.021;42.9951
2020-01-07T04:00:00;29.3299;27.5023;32.1464
2020-01-07T05:00:00;24.7852;20.6303;39.2869
2020-01-07T06:00:00;23.2068;33.9021;36.376
2020-01-07T07:00:00;25.4749;30.5803;55.2151
2020-01-07T08:00:00;28.6422;39.8804;48.5869
2020-01-07T09:00:00;40.3776;56.0815;60.3672
2020-01-07T10:00:00;47.5117;65.0349;62.6178
2020-01-07T11:00:00;60.5525;63.8462;78.2923
2020-01-07T12:00:00;55.0852;70.8931;92.9699
2020-01-07T13:00:00;60.7384;72.4698;83.5153
2020-01-07T14:00:00;53.3282;68.7037;84.2422
2020-01-07T15:00:00;48.5091;62.5687;84.4019
2020-01-07T16:00:00;46.8872;67.4655;76.9878
2020-01-07T17:00:00;44.1545;62.7913;73.5011
2020-01-07T18:00:00;53.4515;57.9815;66.1748
2020-01-07T19:00:00;32.9086;47.8298;51.2956
2020-01-07T20:00:00;34.8456;32.474;45.5095
2020-01-07T21:00:00;19.4854;33.4517;39.7097
2020-01-07T22:00:00;28.6579;29.9931;40.6429
2020-01-07T23:00:00;25.9248;27.5863;42.4925
2020-01-08T00:00:00;23.2168;28.5268;37.6772
2020-01-08T01:00:00;23.7962;26.5487;37.7789
2020-01-08T02:00:00;20.7261;34.4442;39.7509
2020-01-08T03:00:00;26.2304;22.9094;33.0261
2020-01-08T04:00:00;21.7251;25.0326;32.8211
2020-01-08T05:00:00;17.872;28.3561;35.376
2020-01-08T06:00:00;17.6103;38.0688;29.6249
2020-01-08T07:00:00;31.5161;43.5879;48.0143
2020-01-08T08:00:00;44.911;38.0653;60.7688
2020-01-08T09:00:00;43.6091;60.2681;60.6635
2020-01-08T10:00:00;47.1874;66.4729;73.8467
2020-01-08T11:00:00;53.1419;58.771;74.4236
2020-01-08T12:00:00;60.9638;55.435;76.5678
2020-01-08T13:00:00;56.9216;69.4198;94.0149
2020-01-08T14:00:00;53.7701;75.393;78.7259
2020-01-08T15:00:00;59.9653;75.9986;75.2541
2020-01-08T16:00:00;53.8566;60.2869;78.6428
2020-01-08T17:00:00;55.4594;68.4857;73.0136
2020-01-08T18:00:00;43.7253;42.3717;67.5499
2020-01-08T19:00:00;30.8932;44.4292;65.5295
2020-01-08T20:00:00;23.8124;36.2304;42.0941
2020-01-08T21:00:00;32.2546;35.7617;33.1078
2020-01-08T22:00:00;32.6183;36.4915;44.044
2020-01-08T23:00:00;23.1024;34.7711;40.6956
2020-01-09T00:00:00;22.0841;23.2472;40.0004
2020-01-09T01:00:00;31.3072;34.3131;33.0507
2020-01-09T02:00:00;18.4648;32.5452;41.6294
2020-01-09T03:00:00;19.5264;21.6438;40.0159
2020-01-09T04:00:00;27.2166;19.6649;36.9477
2020-01-09T05:00:00;22.027;35.1899;33.0754
2020-01-09T06:00:00;23.9744;29.0995;36.5335
2020-01-09T07:00:00;29.836;31.8906;54.2222
2020-01-09T08:00:00;38.7034;45.2286;50.0535
2020-01-09T09:00:00;49.8465;55.3316;60.2147
2020-01-09T10:00:00;48.2336;59.3115;68.5319
2020-01-09T11:00:00;54.9325;56.8811;75.5151
2020-01-09T12:00:00;44.1829;77.47;81.572
2020-01-09T13:00:00;55.5811;74.802;88.5299
2020-01-09T14:00:00;51.6085;68.104;86.0441
2020-01-09T15:00:00;48.3397;66.5668;81.9549
2020-01-09T16:00:00;47.3221;66.4385;78.9542
2020-01-09T17:00:00;46.11;54.0777;74.7909
2020-01-09T18:00:00;47.3886;55.1248;55.8052
2020-01-09T19:00:00;30.3836;39.6158;60.8813
2020-01-09T20:00:00;30.8063;37.9638;41.8477
2020-01-09T21:00:00;21.5792;24.1571;33.7824
2020-01-09T22:00:00;22.3616;24.4096;37.7022
2020-01-09T23:00:00;29.0138;38.2286;35.623
2020-01-10T00:00:00;26.6906;30.2961;38.4347
2020-01-10T01:00:00;30.687;31.037;36.7091
2020-01-10T02:00:00;23.2275;19.9431;34.5533
2020-01-10T03:00:00;20.5203;27.015;43.6438
2020-01-10T04:00:00;22.8807;32.3061;39.5403
2020-01-10T05:00:00;25.2125;30.9707;37.5106
2020-01-10T06:00:00;24.8829;19.2299;39.4626
2020-01-10T07:00:00;25.2312;39.3522;42.4531
2020-01-10T08:00:00;37.468;48.1023;66.3972
2020-01-10T09:00:00;43.9503;59.9302;58.7755
2020-01-10T10:00:00;60.368;56.4496;72.2368
2020-01-10T11:00:00;61.097;53.4307;76.1371
2020-01-10T12:00:00;50.1676;63.0584;80.0286
2020-01-10T13:00:00;54.3878;64.2956;81.4658
2020-01-10T14:00:00;48.5075;73.4644;79.8785
2020-01-10T15:00:00;51.4803;54.4586;87.5924
2020-01-10T16:00:00;53.2908;62.3992;71.5457
2020-01-10T17:00:00;53.8099;66.8548;76.5888
2020-01-10T18:00:00;39.1637;53.5475;67.4564
2020-01-10T19:00:00;33.7448;50.751;53.6189
2020-01-10T20:00:00;19.9167;30.1075;48.6428
2020-01-10T21:00:00;23.1867;21.9901;35.2105
2020-01-10T22:00:00;18.6879;37.1862;30.495
2020-01-10T23:00:00;21.3528;30.5061;30.5478
2020-01-11T00:00:00;19.6157;30.5164;39.2772
2020-01-11T01:00:00;23.5287;24.4092;39.0179
2020-01-11T02:00:00;15.2114;30.5039;37.2101
2020-01-11T03:00:00;16.6648;24.2703;34.0424
2020-01-11T04:00:00;34.6462;35.9344;35.0478
2020-01-11T05:00:00;17.5629;43.6392;34.3722
2020-01-11T06:00:00;18.5161;32.4197;27.2653
2020-01-11T07:00:00;39.8377;35.1417;46.286
2020-01-11T08:00:00;51.5409;33.6012;58.1356
2020-01-11T09:00:00;36.9513;45.0891;64.5517
2020-01-11T10:00:00;45.9394;67.5001;80.5167
2020-01-11T11:00:00;53.4206;59.4951;72.5464
2020-01-11T12:00:00;63.0773;66.1881;78.3452
2020-01-11T13:00:00;50.8904;73.0575;84.4021
2020-01-11T14:00:00;54.5983;77.1923;84.9559
2020-01-11T15:00:00;58.3205;67.0443;72.1447
2020-01-11T16:00:00;53.8866;62.6177;80.5827
2020-01-11T17:00:00;45.8999;60.0839;72.9125
2020-01-11T18:00:00;42.14;50.3732;53.6167
2020-01-11T19:00:00;30.1411;43.4004;54.9398
2020-01-11T20:00:00;29.4623;40.3759;41.9371
2020-01-11T21:00:00;22.6681;30.9265;33.7334
2020-01-11T22:00:00;25.1608;40.658;29.3095
2020-01-11T23:00:00;21.2234;32.1942;38.0809
2020-01-12T00:00:00;26.3577;35.7557;44.8089
2020-01-12T01:00:00;29.0636;24.6436;37.3251
2020-01-12T02:00:00;24.7771;32.6258;25.2031
